Name,Condition,Condition(Numeric),Mg,Al,Zn,Mn,Ce,La,Nd,Pr,Sn,Ca,Zr,Ag,Ho,Y,Gd,Cu,Si,Li,Yb,Th,Sb,Ga,Tb,Dy,Fe,UTS,YS,Ductility
ME11(1),Extrusion (slow),,,1,98.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,300,288,15.6
MW01,Extrusion (fast),,,1,98.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,251,189,18.6
MW01(1),Extrusion (slow),,,1,98.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,258,232,15.6
MW11,Extrusion (fast),,,1,98.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,1.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,212,133,24.8
MW11 (1),Extrusion (slow),,,1,97.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,248,204,21
MW21,Extrusion (fast),,,1,97.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,1.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,221,143,28.5
MW21(1),Extrusion (slow),,,1,97.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.74,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,252,204,21
MN11,Extrusion (fast),,,1,97.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.74,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,227,150,27.8
MN11(1),Extrusion (slow),,,1,98.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,,214,151,36
Mg-Zn-Mn,Extrusion (fast),,,1,98.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.94,0.00,0.00,0.00,0.00,0.00,0.00,,196,102,41.7
Mg-Zn-Mn-Sn (1),Extrusion,,,1,93.09,0.00,5.96,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,312,215,11
Mg-Zn-Mn-Sn (2),Extrusion,,,1,91.82,1.18,6.05,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,321,242,13
Mg-Zn-Mn-Sn (3),Extrusion,,,1,90.56,2.29,6.17,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,323,250,12.5
Mg-Zn-Mn-Sn (4),Extrusion,,,1,88.70,4.46,5.91,0.00,0.00,0.00,0.00,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,326,252,10.8
Mg-Zn-Mn-Sn (5),Extrusion,,,1,87.19,5.84,6.05,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,330,262,10
Mg-Zn-Mn-Sn (6),Extrusion,,,1,84.85,8.06,6.24,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,325,255,8
Mg-Zn-Ca-Zr,Extrusion,,,1,83.55,9.56,5.94,0.00,0.00,0.00,0.00,0.00,0.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,326,274,6
GW123,Extrusion(300C),,,1,97.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,302,289,6.2
Mg-Sn,Extrusion,,,1,84.40,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,3.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,446,350,10.2
TX21,Extrusion(260C),,,1,98.02,1.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,230,157,16
TX21 (1),As cast,,,3,96.97,2.05,0.00,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,92,59,2.5
TX21 (2),As Homogenized,,,5,96.97,2.05,0.00,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,82,51,2
TX21 (3),Extrusion(260C),,,1,96.97,2.05,0.00,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,305,269,6
TXZ212,Extrusion(300C),,,1,96.97,2.05,0.00,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,230,207,12
TXZ212 (1),As cast,,,3,95.05,1.98,1.95,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,57,42,0.9
TXZ212 (2),As Homogenized,,,5,95.05,1.98,1.95,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,52,25,2.4
Mg-Zn-Ca-Y,Extrusion(260 C),,,1,95.05,1.98,1.95,0.00,1.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,285,218,23
Mg-Zn-Ca-Y (1),Extrusion(423K),,,1,96.30,0.00,3.00,0.00,0.20,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,318.3,308.9,11.3
Mg-Zn-Ca-Y (2),Extrusion(523K),,,1,96.30,0.00,3.00,0.00,0.20,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,304.7,279.2,32.9
Mg-Zn-Ca-Y (3),Extrusion(573K),,,1,96.30,0.00,3.00,0.00,0.20,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,244.2,160,36.7
Mg-Mn-Ce,Extrusion(523K),,,1,96.30,0.00,3.00,0.00,0.20,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,321.6,206.1,20.4
Mg-Mn-Ce (1),Extrusion,,,1,99.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,240.4,91.1,21
Mg-Mn-Ce (2),Extrusion,,,1,99.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,229.5,73,23.7
Mg-Mn-Ce (3),Extrusion,,,1,98.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,223.9,104.7,12.1
Mg-Mn-Ce (4),Extrusion,,,1,98.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,266.5,142.8,15.4
Mg-Gd-Y-Zn-Nd-Zr,Extrusion,,,1,98.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,280.9,173.7,19.6
ZKCa50,Hot Extrusion,,,1,82.50,0.00,1.50,0.00,0.00,0.50,0.00,0.00,0.00,4.50,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,,473,373,4.1
ZKCa50 (1),Extrusion,,,1,94.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,365,330,19.5
ZKCa50 (2),4h / RHT,,,1,94.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,320,260,24
ZKCa50 (3),4h / RHT + 24 h aging,,,1,94.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,330,305,23
ZKCa50 (4),4h / RHT + 0.5h / SHT + 24 h aging,,,1,94.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,345,305,19.5
ZKCa50 (5),48 h / RHT,,,1,94.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,295,210,26
ZKCa50 (6),48h / RHT + 24 h aging,,,1,94.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,305,250,25.5
ZYbK520,48h / RHT + 0.5h / SHT + 24 h aging,,,1,94.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,310,260,24
ZYbK520 (1),Extrusion,,,1,92.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,,360,350,16.5
ZYbK520 (2),4h / RHT,,,1,92.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,,325,285,23
ZYbK520 (3),4h / RHT + 24 h aging,,,1,92.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,,330,305,24.5
ZYbK520 (4),4h / RHT + 0.5h / SHT + 24 h aging,,,1,92.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,,345,315,20.5
ZYbK520 (5),48 h / RHT,,,1,92.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,,295,230,23.5
ZYbK520 (6),48h / RHT + 24 h aging,,,1,92.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,,300,260,21.5
Mg-Nd-Zn-Zr,48h / RHT + 0.5h / SHT + 24 h aging,,,1,92.35,0.00,5.00,0.00,0.25,0.30,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,,315,275,22
HM31,Double Extrusion,,,1,97.20,0.00,0.11,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.25,0.00,0.00,0.00,0.00,0.00,0.00,,300,270,32
WE43,Extrusion(T5 ),,,1,96.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,,300,270,10
AM100A-F Magnesium,F,,,4,89.25,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,160,78,3.8
AM100A-T7 Magnesium,T7,,,5,89.25,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,260,130,0
AM100A-T4 Magnesium,T4,,,5,89.25,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,260,78,6.8
AM100A-T61 Magnesium,T61,,,5,89.25,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,270,140,1
AM100A-T6 Magnesium,T6,,,5,89.25,0.00,0.00,10.53,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,270,120,2.3
AZ31B-O Magnesium,O,,,5,95.35,0.00,1.00,3.13,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,240,120,12
AZ31B-F Magnesium,F,,,4,95.35,0.00,1.00,3.13,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,250,150,8.9
AZ31B-H26 Magnesium,H26,,,5,95.35,0.00,1.00,3.13,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,270,170,5.6
AZ31B-H24 Magnesium,H24,,,5,95.35,0.00,1.00,3.13,0.00,0.00,0.00,0.00,0.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,270,180,8.3
AZ63A-F Magnesium,F,,,4,90.35,0.00,3.00,6.40,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,190,81,4.2
AZ63A-T5 Magnesium,T5,,,5,90.35,0.00,3.00,6.40,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,200,95,2.2
AZ63A-T6 Magnesium,T6,,,5,90.35,0.00,3.00,6.40,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,260,120,3.8
AZ63A-T4 Magnesium,T4,,,5,90.35,0.00,3.00,6.40,0.00,0.00,0.00,0.00,0.25,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,270,85,8
AZ80A-T6 Magnesium,T6,,,5,90.45,0.00,0.50,8.74,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,320,230,8.5
AZ80A-F Magnesium,F,,,4,90.45,0.00,0.50,8.74,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,330,210,7.8
AZ80A-T5 Magnesium,T5,,,5,90.45,0.00,0.50,8.74,0.00,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,340,230,3.9
AZ81A-F Magnesium,F,,,4,91.15,0.00,0.70,7.91,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,160,84,3
AZ81A-T4 Magnesium,T4,,,5,91.15,0.00,0.70,7.91,0.00,0.00,0.00,0.00,0.24,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,240,84,8.8
AZ91C-T5 Magnesium,T5,,,5,90.00,0.00,0.70,9.06,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,170,91,2.3
AZ91C-F Magnesium,F,,,4,90.00,0.00,0.70,9.06,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,170,83,4.2
AZ91C-T6 Magnesium,T6,,,5,90.00,0.00,0.70,9.06,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,270,130,4.1
AZ91C-T4 Magnesium,T4,,,5,90.00,0.00,0.70,9.06,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,270,83,7.9
AZ91D-F Magnesium,F,,,4,89.95,0.00,0.68,9.05,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,160,110,3.3
AZ91D-T6 Magnesium,T6,,,5,89.95,0.00,0.68,9.05,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,210,130,2.3
AZ91D-T4 Magnesium,T4,,,5,89.95,0.00,0.68,9.05,0.00,0.00,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,220,80,4.5
AZ91E-F Magnesium,F,,,4,90.05,0.00,0.70,8.99,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,160,96,2.5
AZ91E-T4 Magnesium,T4,,,5,90.05,0.00,0.70,8.99,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,250,98,6.2
AZ91E-T6 Magnesium,T6,,,5,90.05,0.00,0.70,8.99,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,260,130,3.9
AZ92A-T5 Magnesium,T5,,,5,88.35,0.00,2.00,9.43,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,170,92,2.8
AZ92A-F Magnesium,F,,,4,88.35,0.00,2.00,9.43,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,170,83,3.8
AZ92A-T6 Magnesium,T6,,,5,88.35,0.00,2.00,9.43,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,270,140,2.1
AZ92A-T4 Magnesium,T4,,,5,88.35,0.00,2.00,9.43,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,270,83,6.8
EN-MC21110-F Magnesium,F,,,4,91.10,0.00,0.68,8.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,200,120,2.8
EN-MC21110-T4 Magnesium,T4,,,5,91.10,0.00,0.68,8.00,0.00,0.00,0.00,0.00,0.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,270,100,6.7
EN-MC21120-F Magnesium,F,,,4,89.95,0.00,0.68,9.08,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,200,130,2.9
EN-MC21120-T4 Magnesium,T4,,,5,89.95,0.00,0.68,9.08,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,270,130,6.7
EN-MC21120-T6 Magnesium,T6,,,5,89.95,0.00,0.68,9.08,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,270,170,2.2
ISO-WD21150-O Magnesium,O,,,5,95.50,0.00,1.00,3.23,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,240,120,11
ISO-WD21150-F Magnesium,F,,,4,95.50,0.00,1.00,3.23,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,260,160,11
ISO-WD21150-H22 Magnesium,H22,,,5,95.50,0.00,1.00,3.23,0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,270,160,7.4
ISO-WD21150-H24 Magnesium,H24,,,5,95.50,0.00,1.00,3.23,0.00,0.00,0.00,0.00,0.28,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,290,200,5.7
ISO-WD32250-T5 Magnesium,T5,,,5,96.12,0.00,3.25,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,310,290,4.5
ISO-WD32250-F Magnesium,F,,,4,96.12,0.00,3.25,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,330,240,8.6
ISO-WD32260-T6 Magnesium,T6,,,5,93.87,0.00,5.51,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,330,250,4.5
ISO-WD32260-F Magnesium,F,,,4,93.87,0.00,5.51,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,330,230,5.7
ISO-WD32260-T5 Magnesium,T5,,,5,93.87,0.00,5.51,0.00,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,340,250,6
